A/C No	 Balance
7996	95672.19
7997	6324.35
7998	254188.14
7999	196203.38
8000	129282.38
8001	12106.96
8002	96266.80
8003	16490.02
8004	559272.50
8005	16050.00
8006	102702.56
8007	54693.20
8008	122310.73
8009	101593.05
8010	18319.90
8011	135848.86
8012	36894.11
8013	217107.30
8014	133376.11
8015	151702.16
8016	25116.08
8017	63309.07
8018	186418.12
8019	348908.31
8020	203861.30
8021	223501.78
8022	79643.13
8023	259569.34
8024	247920.73
8025	71942.09
8026	130422.80
8027	142891.55
8028	260430.06
8029	328423.00
8030	34048.66
8031	25997.67
8032	174318.52
8033	33469.81
8034	414033.72
8035	77230.71
8036	177259.58
8037	253395.16
8038	64248.34
8039	262828.44
8040	35523.79
8041	81231.73
8042	44980.45
8043	4282.38
8044	79600.55
8045	5348.45
8046	49232.02
8047	70136.98
8048	51653.49
8049	69718.66
8050	62676.39
8051	153027.53
8052	62758.64
8053	222898.11
8054	8563.30
8055	217185.98
8056	242274.72
8057	6279.12
8058	174619.14
8059	71529.03
8060	143914.28
8061	47716.01
8062	485340.25
8063	380169.75
8064	200478.33
8065	399382.19
8066	32589.25
8067	37160.93
8068	188728.47
8069	349615.19
8070	419221.19
8071	73988.57
8072	92795.31
8073	51315.09
8074	65854.35
8075	119974.22
8076	25910.66
8077	51284.25
8078	60134.00
8079	304396.06
8080	287998.41
8081	479494.88
8082	154969.91
8083	14453.69
8084	317235.75
8085	14516.03
8086	27947.84
8087	47117.70
8088	174027.84
8089	85685.84
8090	136145.08
8091	10328.76
8092	152541.20
8093	239433.19
8094	286869.66
8095	83661.30
8096	129292.74
8097	165797.45
8098	254356.39
8099	124304.18
8100	180562.59
8101	322767.06
8102	120499.47
8103	314369.19
8104	11072.64
8105	29185.04
8106	368078.03
8107	46342.73
8108	19010.37
8109	220112.45
8110	25451.10
8111	139927.83
8112	328485.94
8113	166280.69
8114	29293.26
8115	13161.97
8116	910.80
8117	240204.33
8118	86259.41
8119	94715.72
8120	5275.64
8121	761875.50
8122	199179.19
8123	29130.90
8124	35621.88
8125	60530.05
8126	59400.93
8127	277284.69
8128	186865.41
8129	24305.32
8130	52085.73
8131	54075.38
8132	143521.86
8133	20336.24
8134	194492.62
8135	32230.58
8136	220712.39
8137	666.12
8138	131543.56
8139	124499.70
8140	148256.97
8141	242688.19
8142	445108.50
8143	67355.92
8144	19777.62
8145	238524.69
8146	33292.69
8147	160901.92
8148	66182.28
8149	792.22
8150	81182.75
8151	41648.74
8152	129737.86
8153	12304.03
8154	8334.92
8155	147006.11
8156	318565.56
8157	259956.70
8158	107117.02
8159	69521.57
8160	11895.94
8161	300080.22
8162	12805.46
8163	53191.44
8164	17155.30
8165	204136.06
8166	207677.39
8167	59491.79
8168	151765.45
8169	109001.45
8170	43729.57
8171	117961.54
8172	141738.98
8173	17480.15
8174	4376.58
8175	203209.97
8176	485099.47
8177	39195.53
8178	111289.77
8179	107721.09
8180	24410.36
8181	180973.56
8182	33701.14
8183	344662.00
8184	121211.05
8185	19245.36
8186	17112.58
8187	85538.14
8188	483065.75
8189	355947.78
8190	117869.43
8191	21348.90
8192	415207.94
8193	536028.75
8194	327456.78
8195	559748.38
8196	98908.45
8197	36973.50
8198	328702.94
8199	181226.55
8200	41604.04
8201	227287.33
8202	143354.61
8203	69396.07
8204	15740.34
8205	19930.95
8206	63259.65
8207	408877.88
8208	96362.03
8209	15076.25
8210	97217.89
8211	78568.73
8212	87588.87
8213	112116.04
8214	30267.36
8215	38138.11
8216	4569.54
8217	64110.57
8218	58789.06
8219	80130.41
8220	565.08
8221	265739.41
8222	67594.19
8223	140359.09
8224	40917.20
8225	53244.46
8226	73481.33
8227	51991.04
8228	8857.95
8229	93892.27
8230	22569.59
8231	166881.52
8232	122096.41
8233	65085.23
8234	62409.48
8235	162450.91
8236	225390.02
8237	62475.50
8238	128435.95
8239	1986.77
8240	49199.95
8241	3340.91
8242	176047.84
8243	114958.72
8244	211178.00
8245	239848.03
8246	39106.75
8247	187748.91
8248	160191.83
8249	81544.62
8250	5201.02
8251	58068.43
8252	32158.21
8253	407020.34
8254	91832.32
8255	152287.92
8256	206841.70
8257	11396.01
8258	69134.28
8259	142388.42
8260	89355.85
8261	149970.33
8262	252324.89
8263	79018.85
8264	10465.13
8265	305674.88
8266	319477.59
8267	229261.69
8268	244875.53
8269	84093.46
8270	6691.12
8271	48677.19
8272	530243.62
8273	133646.55
8274	2639.56
8275	76994.71
8276	14319.65
8277	206213.33
8278	241273.91
8279	8823.46
8280	35066.79
8281	171486.80
8282	297509.44
8283	101061.11
8284	35015.11
8285	79483.62
8286	27980.73
8287	414785.38
8288	346461.66
8289	114377.12
8290	66770.48
8291	12770.19
8292	222726.86
8293	195812.44
8294	50972.28
8295	39309.37
8296	64030.24
8297	529023.12
8298	189731.36
8299	27935.55
8300	42085.99
8301	50295.34
8302	16294.57
8303	72965.88
8304	62239.11
8305	14426.24
8306	31216.95
8307	4143.19
8308	52274.07
8309	90225.05
8310	3818.72
8311	33545.27
8312	478403.69
8313	187344.34
8314	10867.69
8315	176925.67
8316	109652.82
8317	358233.44
8318	11053.35
8319	319280.88
8320	174922.53
8321	20508.50
8322	466587.62
8323	375696.88
8324	580514.31
8325	262647.50
8326	233717.58
8327	118953.78
8328	223007.41
8329	17199.58
8330	5308.65
8331	42842.37
8332	76795.29
8333	23412.78
8334	53245.93
8335	203573.39
8336	8479.34
8337	289751.53
8338	85855.01
8339	276051.22
8340	86807.15
8341	244547.27
8342	242418.28
8343	40869.43
8344	83689.80
8345	143113.72
8346	59933.70
8347	4004.64
8348	85197.73
8349	596.87
8350	10543.84
8351	38244.45
8352	60731.82
8353	86603.30
8354	2139.12
8355	103584.69
8356	178137.03
8357	80481.11
8358	6002.43
8359	182946.50
8360	59285.80
8361	76773.74
8362	209429.34
8363	123330.98
8364	218143.17
8365	453108.78
8366	8588.41
8367	171811.52
8368	123737.11
8369	42231.29
8370	2494.53
8371	343894.94
8372	251643.02
8373	168012.72
8374	51277.96
8375	54751.73
8376	267583.72
8377	14832.80
8378	66998.95
8379	55069.32
8380	97495.77
8381	5487.62
8382	48270.44
8383	22105.62
8384	197705.28
8385	82184.27
8386	136644.00
8387	93307.88
8388	245222.62
8389	32060.51
8390	58685.06
8391	73626.66
8392	21077.26
8393	225397.42
8394	47852.63
8395	46170.27
8396	119792.30
8397	119314.02
8398	40532.17
8399	199381.61
8400	126058.38
8401	31419.37
8402	151758.70
8403	461215.09
8404	283138.50
8405	339331.00
8406	54455.50
8407	190287.69
8408	38640.11
8409	263383.09
8410	114558.30
8411	481501.59
8412	208318.22
8413	99345.99
8414	186208.69
8415	47064.35
8416	5306.23
8417	73585.76
8418	9225.10
8419	76788.62
8420	5750.41
8421	118700.18
8422	254676.84
8423	238546.25
8424	43262.62
8425	168678.47
8426	264582.34
8427	41484.66
8428	88909.26
8429	274052.31
8430	71042.20
8431	253642.97
8432	88675.43
8433	96481.95
8434	127491.88
8435	95234.38
8436	3350.32
8437	409707.88
8438	96025.30
8439	8760.67
8440	460410.16
8441	8931.91
8442	95998.70
8443	80682.55
8444	90314.55
8445	357255.97
8446	213574.73
8447	44737.04
8448	90673.73
8449	68712.16
8450	163784.00
8451	197573.48
8452	6997.61
8453	13450.14
8454	479927.94
8455	74788.11
8456	172809.23
8457	51504.90
8458	460915.06
8459	27889.46
8460	27581.30
8461	176825.84
8462	112819.58
8463	88919.10
8464	119212.64
8465	208378.08
8466	52118.25
8467	314806.62
8468	50980.88
8469	502362.47
8470	76556.69
8471	28644.04
8472	4937.91
8473	32102.35
8474	329482.12
8475	139043.72
8476	203136.03
8477	20800.11
8478	104799.00
8479	481582.38
8480	261855.47
8481	53653.07
8482	273709.62
8483	230800.86
8484	288828.75
8485	19074.97
8486	113932.98
8487	41259.69
8488	183168.58
8489	479955.91
8490	23146.71
8491	214616.70
8492	65098.09
8493	126996.88
8494	337427.56
8495	52574.16
8496	84020.79
8497	24155.32
8498	4349.12
8499	80196.77
8500	84483.79
8501	123585.52
8502	314927.69
8503	350968.62
8504	138675.44
8505	87096.86
8506	589428.56
8507	212226.03
8508	283669.91
8509	149951.97
8510	135821.50
8511	99700.82
8512	125854.49
8513	136176.41
8514	17358.76
8515	263925.69
8516	48416.17
8517	608275.62
8518	11506.73
8519	91888.09
8520	457798.94
8521	317071.44
8522	283428.47
8523	48176.66
8524	18022.30
8525	215824.19
8526	470773.06
8527	34996.05
8528	136360.45
8529	187180.70
8530	31407.19
8531	167064.14
8532	181139.91
8533	104948.84
8534	70309.37
8535	35562.95
8536	305927.59
8537	248872.39
8538	106288.06
8539	7564.03
8540	3353.31
8541	715.39
8542	372327.34
8543	56474.07
8544	12325.50
8545	80780.77
8546	320821.88
8547	417979.97
8548	96075.05
8549	207757.66
8550	76699.47
8551	78861.66
8552	32895.46
8553	36416.09
8554	140151.50
8555	416416.22
8556	170100.91
8557	53574.82
8558	82083.20
8559	18869.83
8560	232512.95
8561	216721.70
8562	304435.25
8563	62408.16
8564	53934.75
8565	353789.75
8566	108262.63
8567	410204.44
8568	302014.16
8569	41438.54
8570	33335.74
8571	92901.20
8572	171970.41
8573	210178.33
8574	92044.38
8575	93492.59
8576	56647.03
8577	493756.62
8578	152221.66
8579	37183.09
8580	358913.94
8581	99358.46
8582	226251.83
8583	84330.67
8584	5458.96
8585	43105.06
8586	53422.59
8587	59105.93
8588	198171.72
8589	229258.59
8590	8758.00
8591	409964.59
8592	123635.98
8593	199151.38
8594	387362.22
8595	231254.58
8596	98830.21
8597	1066.53
8598	414029.78
8599	202332.84
8600	32991.57
8601	100308.26
8602	223837.97
8603	2492.71
8604	263555.94
8605	93250.28
8606	284258.59
8607	114218.52
8608	11641.50
8609	225315.23
8610	55234.79
8611	22873.14
8612	65734.47
8613	70920.68
8614	102009.81
8615	246538.50
8616	2279.76
8617	330926.06
8618	42139.27
8619	18687.30
8620	80631.64
8621	100317.25
8622	136860.88
8623	171659.95
8624	598892.38
8625	220596.50
8626	13022.25
8627	6851.91
8628	221105.45
8629	75150.69
8630	146303.56
8631	19770.95
8632	376243.41
8633	31267.61
8634	328384.88
8635	36780.23
8636	86992.84
8637	174076.11
8638	189027.47
8639	159746.08
8640	46779.62
8641	533340.25
8642	69000.34
8643	122500.89
8644	151207.94
8645	394782.19
8646	127079.11
8647	47437.73
8648	249860.86
8649	249735.22
8650	231005.97
8651	145474.95
8652	293.49
8653	89348.86
8654	11075.02
8655	3353.50
8656	17083.59
8657	162835.36
8658	38293.37
8659	69747.24
8660	124440.20
8661	4535.19
8662	181121.23
8663	342236.97
8664	252920.98
8665	66170.75
8666	176738.08
8667	92272.39
8668	1836.38
8669	69819.55
8670	245803.52
8671	177097.42
8672	32894.56
8673	153815.72
8674	202154.42
8675	70855.53
8676	99252.20
8677	102165.05
8678	24125.80
8679	2965.82
8680	128511.32
8681	103382.11
8682	89435.13
8683	21642.63
8684	79532.11
8685	106127.70
8686	335939.53
8687	32553.69
8688	86384.13
8689	129908.95
8690	165748.02
8691	92750.17
8692	35119.83
8693	53235.43
8694	111591.83
8695	77366.99
8696	250049.52
8697	42890.86
8698	57002.90
8699	109380.52
8700	122274.34
8701	29236.16
8702	169739.09
8703	154412.03
8704	70183.44
8705	71195.89
8706	20862.69
8707	127270.02
8708	269084.12
8709	87184.12
8710	206863.23
8711	92297.99
8712	125637.55
8713	264237.50
8714	93468.91
8715	122543.15
8716	148200.22
8717	78738.59
8718	156355.59
8719	133177.70
8720	307606.69
8721	31168.42
8722	157467.70
8723	42312.42
8724	101828.12
8725	391349.38
8726	766161.44
8727	43054.04
8728	193553.36
8729	92421.55
8730	11731.05
8731	52431.09
8732	44483.86
8733	9522.10
8734	34669.45
8735	137228.16
8736	258357.62
8737	145393.02
8738	290717.34
8739	70234.89
8740	234254.27
8741	20494.74
8742	29438.50
8743	58726.50
8744	111283.09
8745	359438.44
8746	22332.66
8747	66560.10
8748	84028.43
8749	67899.51
8750	3127.13
8751	13179.68
8752	55253.57
8753	315457.59
8754	132967.42
8755	31788.41
8756	74990.42
8757	228186.72
8758	147581.89
8759	19391.49
8760	207981.58
8761	239411.17
8762	131704.64
8763	94821.73
8764	78562.29
8765	57243.29
8766	82003.01
8767	7243.49
8768	38016.98
8769	6359.94
8770	369211.16
8771	191366.08
8772	14339.08
8773	124205.38
8774	17568.91
8775	532.71
8776	87449.24
8777	77682.45
8778	245900.72
8779	127893.58
8780	370808.59
8781	35277.20
8782	20249.40
8783	37856.30
8784	28744.35
8785	742734.69
8786	152877.91
8787	41782.50
8788	18669.00
8789	83117.11
8790	30199.14
8791	96179.95
8792	253326.50
8793	64016.93
8794	28198.66
8795	274884.38
8796	71544.52
8797	39078.74
8798	104441.05
8799	28636.00
8800	122597.17
8801	141541.75
8802	80440.01
8803	19115.37
8804	164350.08
8805	22152.58
8806	95627.30
8807	509259.84
8808	25478.98
8809	178426.73
8810	261260.30
8811	30775.43
8812	93631.56
8813	64696.58
8814	27618.59
8815	145710.47
8816	469859.34
8817	8704.41
8818	228194.02
8819	38742.28
8820	129364.95
8821	261857.75
8822	101369.62
8823	217087.31
8824	95940.18
8825	7501.41
8826	324423.06
8827	60043.73
8828	409694.50
8829	51218.60
8830	10340.41
8831	158524.48
8832	21119.91
8833	25178.90
8834	190787.16
8835	134128.80
8836	52403.75
8837	62805.20
8838	109268.38
8839	28309.76
8840	9069.42
8841	10466.18
8842	21896.22
8843	160933.11
8844	2913.48
8845	344126.72
8846	196644.33
8847	167472.69
8848	255659.52
8849	346172.59
8850	10762.97
8851	162126.83
8852	2663.12
8853	77210.88
8854	16049.97
8855	2623.14
8856	51098.60
8857	70607.38
8858	43197.05
8859	74312.90
8860	104154.13
8861	158013.16
8862	120008.10
8863	5053.77
8864	97567.73
8865	121378.39
8866	73321.64
8867	202080.64
8868	333064.44
8869	89077.59
8870	156829.11
8871	41112.63
8872	23232.89
8873	1808.45
8874	63543.96
8875	29203.92
8876	79798.44
8877	163289.61
8878	266515.34
8879	150648.20
8880	239071.72
8881	28775.82
8882	94572.36
8883	93442.88
8884	47609.10
8885	49325.28
8886	126618.81
8887	35526.85
8888	89565.72
8889	208997.81
8890	305455.84
8891	22365.55
8892	105024.27
8893	117868.36
8894	89363.34
8895	6513.49
8896	26307.96
8897	3477.29
8898	277093.25
8899	289943.44
8900	38022.55
8901	125931.88
8902	48145.32
8903	141995.91
8904	5929.59
8905	198245.78
8906	75754.31
8907	99967.61
8908	223261.86
8909	9468.25
8910	248651.45
8911	496029.72
8912	673451.75
8913	389517.62
8914	177911.30
8915	43553.74
8916	329495.41
8917	22917.19
8918	241221.73
8919	201403.97
8920	55103.89
8921	29856.51
8922	82341.86
8923	2798.61
8924	197777.95
8925	166189.58
8926	97937.94
8927	84721.85
8928	35104.10
8929	188322.61
8930	149403.75
8931	119887.15
8932	21376.05
8933	271149.88
8934	60273.97
8935	5721.26
8936	28210.58
8937	27001.67
8938	219454.42
8939	27300.05
8940	196146.92
8941	39440.61
8942	10496.85
8943	46286.90
8944	220115.27
8945	610842.31
8946	117691.19
8947	23027.85
8948	146734.22
8949	116531.05
8950	147011.42
8951	87241.13
8952	1689.98
8953	21542.30
8954	277824.16
8955	1087.55
8956	102766.80
8957	153795.38
8958	14358.29
8959	20269.36
8960	245125.36
8961	248604.88
8962	380.30
8963	80006.38
8964	201860.89
8965	273903.28
8966	118888.50
8967	224439.22
8968	277530.84
8969	102755.54
8970	290456.06
8971	61218.86
8972	14385.37
8973	7758.11
8974	27113.74
8975	18522.57
8976	58598.62
8977	305690.09
8978	73695.66
8979	349161.34
8980	195943.80
8981	45067.74
8982	539272.50
8983	29961.03
8984	52322.07
8985	12027.24
8986	139676.89
8987	12080.80
8988	356232.00
8989	97990.44
8990	119872.26
8991	186476.25
8992	128877.12
8993	53814.70
8994	180795.67
8995	171633.56
8996	253024.44
8997	112012.33
8998	139674.56
8999	53203.36
9000	63417.69
9001	178753.84
9002	257719.02
9003	155845.81
9004	99151.43
9005	69576.59
9006	58102.71
9007	144004.53
9008	567489.06
9009	81713.41
9010	247376.41
9011	46845.18
9012	121581.62
9013	135187.88
9014	59610.34
9015	194766.31
9016	321272.22
9017	99679.23
9018	51405.29
9019	116304.70
9020	171353.75
9021	42687.68
9022	69113.71
9023	91092.39
9024	147532.42
9025	349509.03
9026	330016.50
9027	151802.25
9028	36204.43
9029	38188.58
9030	156912.28
9031	68472.01
9032	72352.87
9033	112495.84
9034	216748.36
9035	15872.64
9036	151465.91
9037	1700.41
9038	33296.33
9039	64793.26
9040	69326.99
9041	66172.27
9042	146548.62
9043	42349.48
9044	159467.30
9045	190823.59
9046	139396.58
9047	192874.02
9048	180427.84
9049	179425.98
9050	413602.19
9051	4178.48
9052	5796.84
9053	176632.53
9054	51233.68
9055	417597.62
9056	76036.68
9057	291651.88
9058	300054.78
9059	312503.06
9060	1247423.88
9061	31586.15
9062	3185.36
9063	41081.21
9064	117725.15
9065	287569.25
9066	1680.81
9067	63845.78
9068	188787.62
9069	442183.53
9070	105952.94
9071	133132.23
9072	18390.57
9073	5763.94
9074	6926.90
9075	184402.42
9076	41781.89
9077	150740.66
9078	179369.16
9079	14967.09
9080	473950.75
9081	361614.25
9082	41083.65
9083	90499.70
9084	2438.25
9085	223277.42
9086	213896.33
9087	9929.29
9088	65741.04
9089	169671.42
9090	224581.44
9091	248174.23
9092	107569.66
9093	177122.70
9094	202231.81
9095	610868.25
9096	12040.97
9097	66420.38
9098	18863.15
9099	289860.66
9100	74681.61
9101	94067.37
9102	189126.84
9103	211817.64
9104	228667.66
9105	41256.99
9106	17047.45
9107	2386.92
9108	4511.94
9109	38346.95
9110	53457.95
9111	19348.53
9112	45425.78
9113	61307.32
9114	67343.82
9115	279502.97
9116	319857.59
9117	255499.28
9118	647.32
9119	140965.61
9120	106260.66
9121	29835.41
9122	86600.40
9123	342690.81
9124	95899.67
9125	119336.95
9126	19598.30
9127	215125.19
9128	61361.29
9129	78368.39
9130	10417.07
9131	53688.25
9132	67849.75
9133	40446.95
9134	353846.09
9135	91616.50
9136	49805.26
9137	326147.44
9138	34797.89
9139	1159.07
9140	83432.02
9141	53590.41
9142	106465.65
9143	201826.92
9144	18785.90
9145	62197.56
9146	120876.23
9147	39640.25
9148	57320.98
9149	2146.33
9150	18867.32
9151	122904.69
9152	28594.61
9153	138968.23
9154	17095.58
9155	27971.69
9156	113684.90
9157	92845.25
9158	52546.90
9159	162912.41
9160	157083.17
9161	322484.12
9162	208737.53
9163	543.60
9164	246535.59
9165	1615.70
9166	167644.62
9167	19363.61
9168	235641.61
9169	108462.91
9170	321033.97
9171	218399.44
9172	2748.39
9173	166578.64
9174	59212.97
9175	82881.70
9176	122537.52
9177	16205.86
9178	78133.40
9179	104936.65
9180	81927.15
9181	131907.59
9182	117887.64
9183	9614.07
9184	356684.16
9185	154108.52
9186	82768.55
9187	39941.64
9188	181023.73
9189	49263.68
9190	23301.19
9191	36318.33
9192	4413.23
9193	13181.58
9194	89067.36
9195	88529.38
9196	563780.88
9197	223053.91
9198	66275.16
9199	12770.51
9200	45599.48
9201	263684.94
9202	6317.49
9203	389.87
9204	62983.17
9205	3600.47
9206	185334.16
9207	76220.59
9208	155740.94
9209	9710.40
9210	7731.15
9211	261695.20
9212	209767.81
9213	93683.94
9214	129538.61
9215	30228.78
9216	105306.66
9217	8553.32
9218	208863.62
9219	293745.44
9220	95594.62
9221	60648.40
9222	93531.49
9223	67342.69
9224	133500.95
9225	76658.79
9226	569496.12
9227	46314.76
9228	178297.91
9229	7555.52
9230	300046.50
9231	5559.26
9232	235903.58
9233	8336.87
9234	38530.98
9235	356731.22
9236	300257.62
9237	29122.91
9238	93517.46
9239	131825.69
9240	83910.23
9241	88351.12
9242	81469.17
9243	30203.25
9244	198104.25
9245	121705.76
9246	354507.06
9247	312271.00
9248	155046.97
9249	329834.09
9250	58837.51
9251	59699.41
9252	93011.66
9253	23869.67
9254	66160.80
9255	262461.75
9256	319227.75
9257	67562.34
9258	114887.27
9259	44210.64
9260	603866.94
9261	67604.84
9262	67901.26
9263	318227.00
9264	400315.75
9265	48506.64
9266	178579.72
9267	281080.22
9268	130468.43
9269	2657.40
9270	659597.88
9271	183210.80
9272	258324.86
9273	137396.75
9274	28759.33
9275	168684.09
9276	262054.78
9277	76722.02
9278	92798.34
9279	156004.56
9280	39133.57
9281	23914.70
9282	415522.25
9283	88562.70
9284	67873.26
9285	45144.82
9286	88138.09
9287	181565.89
9288	68886.21
9289	52929.82
9290	20055.07
9291	143273.73
9292	155981.03
9293	135827.08
9294	177127.33
9295	25800.25
9296	325324.06
9297	17666.34
9298	239499.14
9299	145940.88
9300	58508.31
9301	115897.32
9302	375823.28
9303	140902.05
9304	4577.88
9305	232971.59
9306	191912.72
9307	130426.89
9308	171013.78
9309	147528.41
9310	194985.84
9311	87009.98
9312	95968.03
9313	1454.78
9314	50738.56
9315	144077.47
9316	51261.64
9317	177710.00
9318	497800.22
9319	152217.70
9320	329247.84
9321	9781.87
9322	17229.44
9323	121099.20
9324	98248.55
9325	124930.79
9326	128582.98
9327	415319.31
9328	139741.30
9329	947719.81
9330	190371.53
9331	203843.44
9332	487789.06
9333	218457.45
9334	109963.31
9335	88081.68
9336	66332.67
9337	37312.45
9338	8281.72
9339	247267.31
9340	67613.32
9341	126975.30
9342	229493.09
9343	38586.68
9344	55918.46
9345	232757.19
9346	314953.78
9347	35306.25
9348	10972.97
9349	55840.50
9350	438173.84
9351	535193.88
9352	15334.63
9353	240982.06
9354	307370.00
9355	201400.33
9356	185152.59
9357	176107.84
9358	258581.95
9359	281462.66
9360	82014.26
9361	14282.32
9362	35541.56
9363	107206.47
9364	1134.45
9365	25396.85
9366	5830.78
9367	134927.58
9368	168491.58
9369	377870.66
9370	73476.43
9371	78513.40
9372	173869.70
9373	422103.81
9374	3318.88
9375	38437.29
9376	27598.79
9377	151673.56
9378	187864.17
9379	3624.54
9380	76739.26
9381	49250.87
9382	45148.29
9383	214035.73
9384	137192.91
9385	112847.78
9386	134363.83
9387	439377.53
9388	61557.50
9389	188742.86
9390	104815.90
9391	405717.25
9392	24310.06
9393	227970.36
9394	358047.78
9395	179278.33
9396	108673.88
9397	180878.14
9398	108131.26
9399	6895.58
9400	410408.88
9401	182712.67
9402	139964.14
9403	60389.05
9404	15817.82
9405	435889.25
9406	126802.73
9407	80562.43
9408	157011.31
9409	91470.27
9410	216078.00
9411	109898.50
9412	63747.73
9413	74364.99
9414	32262.91
9415	413053.75
9416	125695.52
9417	207135.70
9418	582067.75
9419	77205.30
9420	227768.00
9421	178472.20
9422	160246.89
9423	198981.98
9424	347646.88
9425	74258.75
9426	135293.73
9427	161885.44
9428	18959.21
9429	26091.10
9430	13082.84
9431	394651.78
9432	341286.91
9433	476114.72
9434	33852.04
9435	69587.77
9436	3362.22
9437	136985.84
9438	91600.23
9439	192921.53
9440	14490.18
9441	69610.84
9442	31011.63
9443	173813.02
9444	230441.20
9445	159746.44
9446	45853.48
9447	16492.64
9448	88198.59
9449	56677.78
9450	96902.72
9451	48142.16
9452	316950.81
9453	328638.50
9454	135847.70
9455	185916.38
9456	17587.81
9457	10222.42
9458	70405.48
9459	124970.96
9460	26860.42
9461	132882.03
9462	41150.95
9463	267288.88
9464	26260.40
9465	269069.59
9466	106858.12
9467	16471.56
9468	179700.94
9469	1117.25
9470	96757.16
9471	196999.20
9472	246637.69
9473	18381.20
9474	246692.17
9475	450172.50
9476	40146.08
9477	293005.88
9478	301442.72
9479	10941.69
9480	496476.09
9481	90415.81
9482	212505.58
9483	35023.18
9484	633172.00
9485	75354.52
9486	168054.23
9487	172487.08
9488	119967.98
9489	110760.40
9490	107733.63
9491	315326.56
9492	114656.87
9493	408832.00
9494	307384.28
9495	51311.73
9496	173318.33
9497	5367.14
9498	253020.19
9499	214662.69
9500	380693.47
9501	119574.25
9502	47969.80
9503	63015.77
9504	33156.70
9505	68974.97
9506	200301.30
9507	99901.88
9508	168514.34
9509	431456.94
9510	156111.70
9511	745670.00
9512	86709.49
9513	240775.25
9514	209635.58
9515	55188.36
9516	13735.63
9517	69260.29
9518	394214.56
9519	275129.06
9520	12014.91
9521	42849.69
9522	69935.12
9523	14835.97
9524	100194.70
9525	393177.66
9526	300194.25
9527	19125.74
9528	174642.98
9529	2224.39
9530	161610.38
9531	366510.12
9532	29199.68
9533	247228.92
9534	50825.54
9535	43351.72
9536	5508.17
9537	54866.07
9538	17465.73
9539	347519.38
9540	510526.81
9541	250833.62
9542	205451.11
9543	122059.85
9544	115081.29
9545	121368.58
9546	83699.64
9547	98650.16
9548	45536.84
9549	43654.43
9550	280604.62
9551	84576.77
9552	286231.78
9553	232454.83
9554	69976.29
9555	286.18
9556	44651.25
9557	1626.27
9558	164481.47
9559	204083.23
9560	337622.25
9561	279777.66
9562	86554.57
9563	49942.73
9564	68669.52
9565	9717.60
9566	24609.39
9567	2379.30
9568	126750.17
9569	38530.80
9570	60178.87
9571	23788.78
9572	30153.63
9573	262351.41
9574	12722.83
9575	92770.05
9576	241954.66
9577	75414.29
9578	298404.47
9579	160966.86
9580	38487.23
9581	118752.52
9582	81060.66
9583	37290.25
9584	6767.18
9585	137282.05
9586	3650.74
9587	137202.09
9588	80580.72
9589	12642.32
9590	182628.44
9591	60906.68
9592	10425.01
9593	150696.80
9594	6565.50
9595	116401.72
9596	112338.50
9597	159607.00
9598	394572.25
9599	14530.43
9600	305011.34
9601	153098.38
9602	73882.15
9603	35281.62
9604	20811.72
9605	56234.67
9606	173379.39
9607	17746.16
9608	117443.33
9609	60069.52
9610	406389.19
9611	537605.62
9612	34186.93
9613	10940.01
9614	202922.30
9615	26653.94
9616	40327.03
9617	68779.76
9618	86617.30
9619	74175.59
9620	21989.54
9621	29508.40
9622	206068.48
9623	85196.16
9624	16385.05
9625	167177.97
9626	159244.77
9627	196775.58
9628	17120.50
9629	208588.53
9630	42000.59
9631	82954.22
9632	183310.67
9633	75384.44
9634	137055.50
9635	231619.53
9636	305630.06
9637	6689.57
9638	9645.71
9639	79908.29
9640	217795.94
9641	9360.75
9642	12631.24
9643	168015.17
9644	130998.80
9645	743702.50
9646	245385.03
9647	262251.38
9648	11833.51
9649	121455.62
9650	75380.38
9651	39275.36
9652	169677.61
9653	87985.69
9654	98036.93
9655	108162.48
9656	52054.77
9657	140475.02
9658	166627.34
9659	20114.80
9660	591791.25
9661	235724.14
9662	35760.13
9663	137507.91
9664	87246.54
9665	135481.56
9666	323673.31
9667	238352.00
9668	276731.31
9669	174861.31
9670	164865.03
9671	80232.06
9672	87941.31
9673	46033.37
9674	290282.81
9675	96086.70
9676	130799.53
9677	210213.75
9678	217577.12
9679	89222.20
9680	143700.72
9681	48078.02
9682	132590.80
9683	7492.84
9684	177055.20
9685	106655.87
9686	366383.28
9687	14101.00
9688	5850.11
9689	88206.59
9690	114233.93
9691	108611.42
9692	280511.53
9693	5936.08
9694	376417.69
9695	327553.50
9696	166130.58
9697	48004.11
9698	26020.89
9699	35343.55
9700	19047.31
9701	227569.48
9702	306191.00
9703	34598.21
9704	6654.55
9705	145131.95
9706	162347.50
9707	140016.25
9708	556933.56
9709	93410.04
9710	179096.28
9711	19941.78
9712	53756.83
9713	89440.84
9714	159748.25
9715	80063.62
9716	61671.22
9717	194679.27
9718	40408.67
9719	66013.43
9720	5513.97
9721	337481.53
9722	203289.23
9723	260399.22
9724	103326.97
9725	125577.49
9726	169863.94
9727	196080.34
9728	4716.01
9729	806175.06
9730	49228.91
9731	81537.23
9732	66881.22
9733	135588.61
9734	4336.10
9735	877.57
9736	188676.09
9737	102133.85
9738	62021.02
9739	67870.30
9740	280626.69
9741	18623.76
9742	13969.05
9743	271595.50
9744	165737.97
9745	17732.97
